Title,Tags,Score,Date,Matched_Type,AnswerCount,ViewCount,PostLength,TagCount,Cluster,PCA1,PCA2
,,14,2009-03-11T20:05:01.420,uninitialized_value,0,0,619,0,0,-0.7512896895862371,-0.11377415542754875
,,17,2009-03-11T20:07:05.957,resource_leak,0,0,288,0,0,-0.7345454617697827,-0.19097733576225676
,,75,2009-02-15T16:11:26.720,uninitialized_value,0,0,998,0,0,-0.6955627836726976,0.19294489905390755
C# volatile double,|c#|.net|volatile|,11,2009-02-10T10:10:36.900,thread_safety_violation,5,5846,508,1,1,1.0346235274854385,-1.038378842947684
,,37,2009-03-11T12:44:00.077,resource_leak,0,0,885,0,0,-0.7352081723804501,0.03436597249709729
,,82,2009-02-10T10:51:51.940,null_dereference,0,0,3612,0,0,-0.7921204556847113,0.9066308871512285
,,34,2009-02-25T09:05:31.390,null_dereference,0,0,325,0,0,-0.7162665643686402,-0.12361136512583941
,,16,2009-03-09T12:43:15.213,null_dereference,0,0,177,0,0,-0.7312621516293013,-0.22366414094207396
Ruby/Rails thread safety,|ruby-on-rails|ruby|multithreading|thread-safety|jvm-languages|,18,2009-03-15T11:13:39.760,thread_safety_violation,4,12201,1448,1,1,0.9091180386527036,-0.7296952304803646
,,78,2009-02-22T07:31:18.770,thread_safety_violation,0,0,863,0,0,-0.6866686387095988,0.1674761536459093
,,17,2009-03-02T21:42:10.327,resource_leak,0,0,5028,0,0,-0.9243893022029742,1.0601513456285805
,,26,2009-03-02T21:42:33.447,uninitialized_value,0,0,1775,0,0,-0.7836403572812453,0.2320120957756607
,,73,2009-03-11T21:28:37.663,null_dereference,0,0,1231,0,0,-0.7072195700155961,0.2476690840598494
,,39,2009-03-05T21:21:52.753,thread_safety_violation,0,0,1209,0,0,-0.7458600398606081,0.12666260511450914
,,70,2009-03-05T21:34:53.830,thread_safety_violation,0,0,1480,0,0,-0.7206795794954427,0.3032282661088931
,,13,2009-03-18T16:49:00.403,null_dereference,0,0,2167,0,0,-0.8144517235973728,0.2914340778794271
,,14,2009-02-26T10:55:45.657,null_dereference,0,0,1589,0,0,-0.7901395894217215,0.14225850721994324
,,36,2009-03-19T11:21:54.270,thread_safety_violation,0,0,1164,0,0,-0.7475449250604213,0.10462013477348824
,,12,2009-03-19T11:46:42.807,uninitialized_value,0,0,362,0,0,-0.7433212687957467,-0.18838605773838127
Why can't a null-reference exception name the object that has a null reference?,|.net|exception|compiler-construction|theory|,16,2009-02-23T18:30:26.820,null_dereference,5,3593,841,1,1,1.0152197729475536,-0.9392616482494253
,,12,2009-03-13T11:06:16.600,thread_safety_violation,0,0,585,0,0,-0.752252740613595,-0.12952494044931864
SQL Server deadlocks between select/update or multiple selects,|sql-server|sql-server-2005|deadlock|,42,2009-03-19T11:48:37.437,thread_safety_violation,5,60013,788,1,1,1.3450313799861653,-0.7219244831128434
How can I synchronize my code to a remote machine using ssh?,|synchronization|development-environment|,15,2009-03-19T12:23:01.067,thread_safety_violation,5,34656,640,1,1,1.1858829920825746,-0.9168447815330334
,,38,2009-03-18T23:29:37.073,null_dereference,0,0,1622,0,0,-0.7635636859199142,0.2322862280040588
How to detect deadlocks in Mysql / innodb?,|mysql|transactions|deadlock|innodb|,17,2009-03-13T15:01:41.247,thread_safety_violation,7,66329,443,1,1,1.6220888890576601,-0.9230959749439425
,,14,2009-03-13T15:04:54.670,thread_safety_violation,0,0,155,0,0,-0.7327058199742117,-0.23624751158057586
,,11,2009-03-13T15:17:05.797,thread_safety_violation,0,0,1253,0,0,-0.7801695046708893,0.04340623808467474
,,14,2009-03-18T17:22:11.433,resource_leak,0,0,497,0,0,-0.7464034135244546,-0.1459762016574395
How do synchronized static methods work in Java and can I use it for loading Hibernate entities?,|java|multithreading|hibernate|concurrency|synchronization|,187,2009-02-23T19:07:16.793,thread_safety_violation,8,202686,882,1,1,2.65053710465024,0.09422574142447428
,,14,2009-03-25T16:19:40.207,null_dereference,0,0,493,0,0,-0.7462432077519371,-0.14703200645186218
"Override default styling in WPF TextBox, based on PresentationFramework.Aero",|wpf|resources|aero|,31,2009-03-13T16:08:42.130,thread_safety_violation,2,46123,628,1,1,0.8769208306904426,-0.7745338042080238
,,12,2009-03-25T17:05:25.323,resource_leak,0,0,1814,0,0,-0.801475964219585,0.19487108263703976
Localized group name,|c#|.net|localization|,14,2009-03-19T18:02:35.453,thread_safety_violation,1,2974,444,1,1,0.5075327164267252,-0.9695239039469462
,,22,2009-03-19T18:04:13.110,null_dereference,0,0,877,0,0,-0.7523237615385879,-0.01856896911057847
How can an object not be compared to null?,|c#|.net|generics|,48,2009-03-15T16:48:45.943,null_dereference,5,22601,448,1,1,1.1683737862656844,-0.8863159706626473
,,17,2009-03-25T18:29:13.077,thread_safety_violation,0,0,1090,0,0,-0.7666667191595337,0.020711525519484086
How can I write a unit test to determine whether an object can be garbage collected?,|c#|.net|unit-testing|garbage-collection|,43,2009-02-23T19:24:05.567,resource_leak,5,8994,1617,1,1,1.0440006638252477,-0.6292420641011279
Is there any reason to check for a NULL pointer before deleting?,|c++|pointers|null|delete-operator|,57,2009-03-05T15:47:00.577,null_dereference,10,39460,360,1,1,1.9187454710708585,-0.939842756328738
How to control which core a process runs on?,|multicore|intel|system-calls|instruction-set|,62,2009-03-19T20:37:40.027,thread_safety_violation,9,56129,1847,1,1,1.8233861506549454,-0.46737024967112484
,,77,2009-03-05T15:50:03.083,null_dereference,0,0,318,0,0,-0.6660030022509729,0.020234528271234908
,,19,2009-03-19T06:01:31.840,thread_safety_violation,0,0,3614,0,0,-0.8654317615242954,0.693700795069352
,,98,2009-02-23T19:31:08.890,resource_leak,0,0,652,0,0,-0.6549697832717392,0.1795468934318886
,,90,2009-03-26T16:36:59.033,thread_safety_violation,0,0,3616,0,0,-0.7829814610822033,0.9347924690223608
,,22,2009-03-03T11:59:59.797,uninitialized_value,0,0,1227,0,0,-0.7663417666338658,0.07381395040140322
,,189,2009-03-26T18:08:58.547,thread_safety_violation,0,0,966,0,0,-0.5617675321484455,0.5707557840416378
Large Object Heap Fragmentation,|c#|.net|memory-management|memory-leaks|windbg|,100,2009-03-26T18:10:20.183,resource_leak,7,38652,6520,1,3,1.3292524005855157,0.8918946155233821
,,16,2009-03-27T04:03:35.140,thread_safety_violation,0,0,1625,0,0,-0.7892566412806223,0.15853719463892446
iPhone offline application with synchronization,|iphone|cocoa-touch|cocoa|data-synchronization|,29,2009-03-27T02:03:22.043,thread_safety_violation,5,8304,540,1,1,1.0672245398981806,-0.962704309924127
,,41,2009-03-05T15:59:28.677,null_dereference,0,0,5126,0,0,-0.9004167425045757,1.1673358943220642
,,112,2009-03-27T18:51:37.750,uninitialized_value,0,0,561,0,0,-0.6350515012906724,0.20296244424301513
,,59,2009-03-21T03:27:53.713,thread_safety_violation,0,0,2536,0,0,-0.7757603039557124,0.5446902883559964
"Keeping testing and production server environments clean, in sync, and consistent",|synchronization|production-environment|consistency|test-environments|,16,2009-03-12T17:33:34.027,thread_safety_violation,5,10399,2114,1,1,1.0001179593345961,-0.5859734587354788
,,26,2009-03-28T02:49:19.257,null_dereference,0,0,1065,0,0,-0.755203832659396,0.04460674476564076
Implementing a custom TraceListener in .NET,|.net|sql-server|logging|,12,2009-02-22T16:13:50.010,thread_safety_violation,3,2931,890,1,1,0.7461178059209906,-0.9001244085307635
Is boost shared_ptr <XXX> thread safe?,|c++|boost|thread-safety|shared-ptr|boost-smart-ptr|,32,2009-03-28T08:21:16.713,thread_safety_violation,5,25997,1083,1,1,1.1422476493627653,-0.7642971276762528
,,33,2009-03-28T08:27:34.170,thread_safety_violation,0,0,783,0,0,-0.7357725253687677,-0.006109938299035044
,,78,2009-03-28T09:11:27.233,resource_leak,0,0,7633,0,3,-0.9578169086954019,1.95442576820624
,,17,2009-03-02T11:30:27.770,thread_safety_violation,0,0,1395,0,0,-0.7788824093139901,0.10121664109421093
,,77,2009-03-27T22:14:59.447,resource_leak,0,0,2039,0,0,-0.7349315358766105,0.47449454107157896
,,40,2009-03-28T16:13:55.377,thread_safety_violation,0,0,885,0,0,-0.7317209722398156,0.044530638900863354
Does UIWebView leak memory?,|iphone|cocoa-touch|memory-leaks|uiwebview|,12,2009-03-15T19:36:45.667,resource_leak,4,8618,168,1,1,0.9345186242609383,-1.0969782182712116
Is using a Mutex to prevent multiple instances of the same program from running safe?,|c#|winforms|mutex|single-instance|,47,2009-03-14T18:53:08.367,thread_safety_violation,11,67686,673,1,1,2.1729027386336397,-0.8401697975583312
,,25,2009-03-28T01:01:56.770,null_dereference,0,0,364,0,0,-0.728290171072589,-0.14381126759151688
,,43,2009-03-14T18:57:32.087,thread_safety_violation,0,0,1316,0,0,-0.7454959440879375,0.16845827190366974
,,67,2009-03-14T19:00:30.393,thread_safety_violation,0,0,602,0,0,-0.6890016125684945,0.061314447329355884
,,12,2009-03-14T19:02:38.610,thread_safety_violation,0,0,997,0,0,-0.7687539351828936,-0.020777046623785978
,,13,2009-03-17T20:53:39.483,thread_safety_violation,0,0,520,0,0,-0.7484869967633082,-0.14329354622409798
MVC - Passing Data with RedirectToAction(),|c#|asp.net-mvc|redirecttoaction|,59,2009-03-23T03:27:39.593,out_of_bounds,8,72304,1735,1,1,1.780165342217104,-0.44531559876210514
,,54,2009-03-18T12:03:56.097,null_dereference,0,0,804,0,0,-0.7122032046900425,0.0705857016980465
Why should I avoid using Properties in C#?,|c#|properties|,104,2009-03-29T14:36:23.963,thread_safety_violation,15,19027,2982,1,1,2.408132145158237,-0.24398212287479346
,,34,2009-03-29T15:32:24.157,uninitialized_value,0,0,2334,0,0,-0.796729913615535,0.4066665928729352
Accessing class members on a NULL pointer,|c++|null|virtual|null-pointer|,52,2009-03-21T18:38:52.697,null_dereference,8,18400,618,1,1,1.532564779085731,-0.9007121055336097
,,12,2009-03-15T20:01:40.677,null_dereference,0,0,1023,0,0,-0.7697952727042571,-0.013914315460038785
,,69,2009-04-01T03:55:54.133,thread_safety_violation,0,0,1518,0,0,-0.7233639343812367,0.30987018952131956
,,86,2009-03-21T18:53:42.817,null_dereference,0,0,1877,0,0,-0.7179816016677498,0.46222844610876
,,481,2009-03-19T22:23:05.373,uninitialized_value,0,0,520,0,0,-0.20448377482432015,1.4423944127634123
,,245,2009-03-29T20:23:33.053,out_of_bounds,0,0,1455,0,0,-0.5162582852135271,0.8895683596967735
,,15,2009-04-01T08:09:35.087,thread_safety_violation,0,0,1859,0,0,-0.799791079019772,0.21691355297806064
,,17,2009-03-29T21:39:59.547,thread_safety_violation,0,0,471,0,0,-0.7418748758624566,-0.14267426641742062
,,375,2009-03-17T16:48:37.143,resource_leak,0,0,1228,0,0,-0.3560546015289978,1.270120315109819
,,20,2009-04-02T11:04:10.993,null_dereference,0,0,727,0,0,-0.7486408451629395,-0.06493809317060516
,,14,2009-03-18T08:00:51.563,resource_leak,0,0,753,0,0,-0.7566565829655721,-0.0784046948143901
Do I need to Dispose() or Close() an EventWaitHandle?,|c#|.net|multithreading|synchronization|,26,2009-03-18T19:49:18.803,thread_safety_violation,5,13628,861,1,1,1.0789508643714707,-0.8746246641908282
,,17,2009-04-02T16:01:26.450,thread_safety_violation,0,0,579,0,0,-0.746200431720428,-0.11416753696800917
,,14,2009-04-02T17:17:35.893,thread_safety_violation,0,0,601,0,0,-0.7505687636099085,-0.11852527700245073
Synchronizing on an Integer value,|java|synchronization|,38,2009-03-18T20:15:47.520,thread_safety_violation,9,56652,1731,1,1,1.8028919605466938,-0.5779781858726113
,,13,2009-04-02T17:32:45.530,null_dereference,0,0,2297,0,0,-0.8196584112041903,0.3257477336981631
,,131,2009-03-17T17:16:26.330,thread_safety_violation,0,0,4429,0,0,-0.7678848824243719,1.2883019010069006
,,11,2009-04-02T19:32:44.197,resource_leak,0,0,2933,0,0,-0.847455929128223,0.4868442517421867
,,59,2009-03-18T20:22:33.637,thread_safety_violation,0,0,2293,0,0,-0.7660278032752765,0.4805501470948205
,,20,2009-03-30T13:36:29.170,null_dereference,0,0,2729,0,0,-0.8288238343079288,0.46349220643792993
Displaying friendly error messages,|exception|custom-errors|,11,2009-03-22T18:28:35.757,null_dereference,4,3889,615,1,1,0.89052024471889,-0.9943857123773785
,,83,2009-04-02T20:42:21.220,uninitialized_value,0,0,117,0,0,-0.6509782619007014,-0.012490329840970971
,,21,2009-03-08T19:37:47.737,null_dereference,0,0,933,0,0,-0.7557290424007106,-0.007175924123250065
,,24,2009-03-18T11:01:24.953,null_dereference,0,0,249,0,0,-0.7248466551595901,-0.17755387756575672
Deadlock troubleshooting in Sql Server 2008,|sql-server-2008|deadlock|,17,2009-04-06T07:39:14.300,thread_safety_violation,3,31975,683,1,1,0.9133508417277977,-0.864087528208166
,,14,2009-04-03T19:47:54.620,thread_safety_violation,0,0,2708,0,0,-0.8349571542834813,0.43761989845967886
"ASP.NET MVC - Html.Textbox() throws ""Object reference not set to an instance of an object""",|asp.net-mvc|,14,2009-03-15T04:01:46.333,null_dereference,2,11314,4765,1,1,0.5079416747659731,0.17146332137710243
Reading data from Flight Simulator,|synchronization|hardware|simulation|,11,2009-03-19T16:09:20.297,thread_safety_violation,4,14253,483,1,1,0.9504497610506188,-1.0029163033479302
,,33,2009-03-15T23:42:30.380,uninitialized_value,0,0,629,0,0,-0.7296046031268454,-0.04675842288430697
,,13,2009-03-16T17:31:35.973,null_dereference,0,0,2252,0,0,-0.8178560962633689,0.31386992976090833
,,18,2009-04-08T07:45:24.050,thread_safety_violation,0,0,1104,0,0,-0.7660650393164666,0.027795064434551996
,,17,2009-04-08T07:50:46.377,thread_safety_violation,0,0,1188,0,0,-0.7705917605862115,0.046578742982838914
,,24,2009-03-22T22:33:45.637,out_of_bounds,0,0,1690,0,0,-0.7825607847090056,0.20279979962500203
,,15,2009-04-09T03:39:01.997,null_dereference,0,0,1519,0,0,-0.7861735883557878,0.12717014545213562
,,11,2009-04-08T11:56:01.297,thread_safety_violation,0,0,551,0,0,-0.7520533915940748,-0.14188750333649983
,,17,2009-03-23T10:15:23.157,resource_leak,0,0,3029,0,0,-0.8443264673873729,0.5325128996158623
,,33,2009-04-09T07:26:47.487,uninitialized_value,0,0,1124,0,0,-0.7494300674758813,0.08389742042549568
,,12,2009-04-09T16:23:32.147,null_dereference,0,0,1597,0,0,-0.7927848010605127,0.13759367253961116
Rails : uninitialized constant error on Active Record destroy,|ruby-on-rails|activerecord|constants|,13,2009-04-07T22:09:29.003,uninitialized_value,2,22971,699,1,1,0.7310883281547627,-0.8755569828581983
,,22,2009-03-24T14:32:22.797,resource_leak,0,0,701,0,0,-0.7452747075478197,-0.0650243800651749
Who Disposes of an IDisposable public property?,|c#|.net|dispose|idisposable|,32,2009-03-23T19:26:12.473,resource_leak,10,8832,1807,1,1,1.6702492286237258,-0.7203658755997524
,,24,2009-03-16T18:19:06.513,null_dereference,0,0,1304,0,0,-0.7671009276610705,0.10091463696321655
,,12,2009-04-13T01:12:29.683,uninitialized_value,0,0,1083,0,0,-0.772198359292019,0.0019227564563009231
Instruments Leaks - Not showing my source code,|iphone|memory|instruments|memory-leaks|,14,2009-04-08T00:24:04.453,resource_leak,8,8028,968,1,1,1.41969066750062,-0.9634129038891098
XML Serialization and null value - C#,|c#|asp.net|,21,2009-04-02T21:39:25.343,null_dereference,3,31191,423,1,1,0.9242802878875808,-0.9211522830633997
Database deadlocks,|database|database-design|deadlock|,18,2009-04-09T20:56:25.610,thread_safety_violation,6,18292,946,1,1,1.2203373447540613,-0.8881727120323327
,,187,2009-04-10T19:37:09.443,thread_safety_violation,0,0,1597,0,0,-0.5893647928568314,0.7305325460926332
,,15,2009-04-13T02:35:47.597,thread_safety_violation,0,0,1113,0,0,-0.7699127024452654,0.020005958818236868
Difference between RegisterStartupScript and RegisterClientScriptBlock?,|c#|javascript|asp.net|.net|,147,2009-03-20T15:00:24.027,uninitialized_value,2,201011,2146,1,1,1.7675862438463188,0.41239026176693916
Should all event-driven frameworks be single-threaded?,|multithreading|oop|events|,11,2009-04-13T04:01:31.697,thread_safety_violation,6,2942,1306,1,1,1.116851318451705,-0.8558367034054798
,,240,2009-04-10T22:14:48.503,uninitialized_value,0,0,10314,0,3,-0.8768860201309652,3.2109709174713887
,,85,2009-03-24T15:07:22.073,resource_leak,0,0,610,0,0,-0.6683988232697221,0.1244140553407977
,,97,2009-03-23T20:52:50.080,thread_safety_violation,0,0,4561,0,0,-0.8126932745113062,1.207943906646832
"Is HttpSession thread safe, are set/get Attribute thread safe operations?",|java|session|thread-safety|synchronized|,55,2009-03-05T21:03:17.587,thread_safety_violation,5,45151,380,1,1,1.2981257740031256,-0.8232996723527211
queue.Queue vs. collections.deque,|python|queue|thread-safety|python-multithreading|deque|,264,2009-04-04T14:03:09.900,thread_safety_violation,7,104760,998,1,1,2.089595167907536,0.15785214390227745
,,17,2009-04-06T16:41:02.157,thread_safety_violation,0,0,1078,0,0,-0.7661861018419813,0.017544111136216133
,,13,2009-04-15T16:39:59.953,thread_safety_violation,0,0,501,0,0,-0.7477260193438502,-0.14830861899760558
Is the practice of returning a C++ reference variable evil?,|c++|reference|c++-faq|,408,2009-04-15T16:49:49.757,resource_leak,16,382623,915,1,1,4.890796408104566,1.1427886837922763
Must I use pointers for my C++ class fields?,|c++|pointers|reference|,14,2009-04-10T13:10:51.167,uninitialized_value,6,13740,2335,1,1,1.1360565131380593,-0.5466534955975275
,,18,2009-04-07T17:07:13.600,thread_safety_violation,0,0,278,0,0,-0.7329825472916108,-0.19022862561372464
,,13,2009-04-16T12:12:02.700,uninitialized_value,0,0,812,0,0,-0.7601820181570829,-0.06621979623124473
,,17,2009-04-10T13:13:30.223,uninitialized_value,0,0,3558,0,0,-0.8655136808028072,0.6721430836782576
,,26,2009-04-13T11:54:02.870,thread_safety_violation,0,0,498,0,0,-0.7324946644050457,-0.10505358484376952
,,29,2009-03-24T15:28:32.817,resource_leak,0,0,107,0,0,-0.7133473500008294,-0.19809383709481718
,,17,2009-04-16T12:48:09.963,resource_leak,0,0,2068,0,0,-0.805837030540053,0.27885579775582137
,,30,2009-04-10T13:43:46.033,resource_leak,0,0,2574,0,0,-0.8109918601540954,0.4564619919999393
,,12,2009-03-24T20:12:49.793,thread_safety_violation,0,0,627,0,0,-0.7539349012250284,-0.11843899010788088
,,25,2009-03-06T11:34:48.570,out_of_bounds,0,0,968,0,0,-0.7524812427227257,0.015615256366302854
,,24,2009-04-16T14:57:29.980,resource_leak,0,0,1268,0,0,-0.7656590757084134,0.09141239381341272
,,11,2009-04-07T07:58:18.303,resource_leak,0,0,411,0,0,-0.7464461895559636,-0.1788406711412925
,,16,2009-04-11T14:56:09.033,thread_safety_violation,0,0,2607,0,0,-0.828587158433659,0.4177372716696844
,,12,2009-04-06T17:47:01.907,null_dereference,0,0,303,0,0,-0.740958233651114,-0.2039591784561153
,,52,2009-03-10T03:11:24.283,resource_leak,0,0,3269,0,0,-0.8132548120976844,0.7144489619918256
Why VC++ Strings are not reference counted?,|c++|string|visual-c++|reference-counting|copy-on-write|,14,2009-04-01T19:33:00.310,thread_safety_violation,5,5679,1315,1,1,1.0049087291133947,-0.8156295202427093
,,11,2009-03-06T12:40:53.480,out_of_bounds,0,0,866,0,0,-0.7646695961798249,-0.058742875775716394
"Is it safe to yield from within a ""with"" block in Python (and why)?",|python|resources|coroutine|,54,2009-03-26T09:24:56.963,thread_safety_violation,5,10718,1717,1,1,1.0618714664719924,-0.5611998018474015
,,113,2009-03-31T15:02:21.887,thread_safety_violation,0,0,551,0,0,-0.6334885868125005,0.2037111543915472
,,11,2009-04-04T04:53:53.247,thread_safety_violation,0,0,885,0,0,-0.7654305735992828,-0.05372780300220879
,,11,2009-03-06T12:54:30.080,thread_safety_violation,0,0,336,0,0,-0.7434423313212613,-0.1986370110367172
,,17,2009-03-25T13:05:28.987,resource_leak,0,0,548,0,0,-0.7449588369834177,-0.12235002412478467
,,17,2009-04-22T04:51:15.540,thread_safety_violation,0,0,221,0,0,-0.7318620150801153,-0.2086620660688361
,,26,2009-04-22T05:53:53.047,uninitialized_value,0,0,552,0,0,-0.7346574423340315,-0.09080022011906373
,,24,2009-03-26T10:12:08.520,thread_safety_violation,0,0,1853,0,0,-0.7890891699390921,0.24582384499772492
,,151,2009-04-22T08:52:51.013,thread_safety_violation,0,0,1208,0,0,-0.6156311831671227,0.5058795329898376
,,141,2009-04-01T20:59:06.267,thread_safety_violation,0,0,1325,0,0,-0.6319412024820403,0.502879601880813
What is mutex and semaphore in Java ? What is the main difference?,|java|multithreading|concurrency|mutex|semaphore|,119,2009-04-21T06:51:57.817,thread_safety_violation,10,109104,134,1,1,2.3670540512541365,-0.6126215354520651
,,27,2009-04-22T23:45:09.510,null_dereference,0,0,9779,0,3,-1.103049708041807,2.3480657115499675
,,12,2009-04-23T00:07:27.663,resource_leak,0,0,649,0,0,-0.7548160329738745,-0.11263206373855632
,,979,2009-04-23T00:14:17.927,thread_safety_violation,0,0,1275,0,0,0.3441526089583422,3.329012190735858
,,11,2009-04-10T15:58:52.683,null_dereference,0,0,405,0,0,-0.7462058808971875,-0.1804243783329265
,,34,2009-03-24T22:10:25.330,thread_safety_violation,0,0,726,0,0,-0.7323271930635157,-0.017766934484969066
,,16,2009-04-13T21:03:27.650,thread_safety_violation,0,0,1996,0,0,-0.8041157266816168,0.25646308932162504
,,11,2009-04-23T06:16:21.113,resource_leak,0,0,941,0,0,-0.7676734544145273,-0.038946535880291774
,,12,2009-04-17T21:46:56.060,thread_safety_violation,0,0,2259,0,0,-0.8192988564121526,0.3123293660165593
,,12,2009-04-24T07:26:18.150,thread_safety_violation,0,0,1602,0,0,-0.7929850582761596,0.13891342853263947
,,24,2009-03-24T22:28:28.813,thread_safety_violation,0,0,2750,0,0,-0.8250153144261327,0.4825880701470036
override java final methods via reflection or other means?,|java|reflection|methods|final|,15,2009-04-14T16:25:23.817,null_dereference,6,24197,780,1,1,1.2546319624512923,-0.927162322022155
What exceptions should be thrown for invalid or unexpected parameters in .NET?,|c#|.net|vb.net|exception|,214,2009-04-21T19:03:40.600,out_of_bounds,7,172776,432,1,1,2.4127490334981387,0.011716093358992383
,,322,2009-04-21T19:06:18.783,null_dereference,0,0,2150,0,0,-0.45458923457881617,1.3339075470910382
HPjmeter-like graphical tool to view -agentlib:hprof profiling output,|java|profiling|hprof|,11,2009-04-01T22:33:46.990,null_dereference,4,12227,1826,1,1,0.8859788741485383,-0.6535732264494699
,,176,2009-04-08T20:16:28.130,thread_safety_violation,0,0,1779,0,0,-0.6094405560220358,0.741301220758388
,,51,2009-04-15T10:58:53.487,null_dereference,0,0,1187,0,0,-0.731030107549224,0.16151434436024892
,,11,2009-04-03T05:28:39.507,resource_leak,0,0,788,0,0,-0.7615455836157344,-0.07933106926695803
,,17,2009-04-27T08:13:27.107,thread_safety_violation,0,0,629,0,0,-0.7482030038768963,-0.10096997703772607
,,15,2009-04-27T08:28:07.007,null_dereference,0,0,2195,0,0,-0.8132483639112387,0.30560115570956303
C# Events and Thread Safety,|c#|multithreading|events|,244,2009-04-24T15:37:35.660,thread_safety_violation,15,90119,4654,1,1,2.8787246653740595,0.8521758203498445
,,11,2009-04-21T06:57:53.573,thread_safety_violation,0,0,296,0,0,-0.7418402735960867,-0.20919505898094362
,,15,2009-04-15T20:00:38.520,uninitialized_value,0,0,642,0,0,-0.7510484727313343,-0.10431505572502985
,,119,2009-04-21T06:58:24.120,thread_safety_violation,0,0,653,0,0,-0.6305994337304267,0.2509635094568569
,,42,2009-04-21T06:59:44.600,thread_safety_violation,0,0,810,0,0,-0.7263923139113568,0.03151074327461613
,,103,2009-04-24T15:53:30.393,thread_safety_violation,0,0,1120,0,0,-0.6679018584218912,0.3200171650522818
How do you guard for Null Reference exceptions in Linq To Xml?,|xml|linq|exception|linq-to-xml|,12,2009-04-27T10:04:28.023,null_dereference,5,10844,719,1,1,1.0536863219457204,-0.9666085529620586
Are uninitialized struct members always set to zero?,|c|struct|,38,2009-04-01T15:22:36.823,uninitialized_value,4,21140,252,1,1,1.0273971802267623,-0.9549230851373851
How does a reference-counting smart pointer's reference counting work?,|c++|memory-management|memory-leaks|smart-pointers|shared-ptr|,34,2009-04-07T11:12:22.437,resource_leak,7,33377,512,1,1,1.465351375531917,-0.9309384282321788
Is List<T>.Contains() a Threadsafe call - C#,|c#|thread-safety|,12,2009-04-10T18:25:25.637,thread_safety_violation,10,7736,490,1,1,1.6939704731235876,-1.1385364494122028
,,51,2009-04-01T15:25:19.453,uninitialized_value,0,0,780,0,0,-0.7147291701955724,0.054086206527744554
Assert.ReferenceEquals() Passes where Object.ReferenceEquals() returns 'false' in Visual Studio Test,|c#|visual-studio|unit-testing|equals|assertions|,23,2009-04-19T22:51:44.687,null_dereference,1,5471,1976,1,1,0.46980058571383854,-0.5283175633760817
What is the consensus number for semaphores?,|synchronization|pthreads|mutex|semaphore|condition-variable|,14,2009-04-21T15:34:47.887,thread_safety_violation,4,3254,248,1,1,0.9053583766968453,-1.082703203036806
NullPointerException while using put method of HashMap,|java|hashmap|nullpointerexception|,27,2009-04-09T16:00:58.520,null_dereference,6,54503,831,1,1,1.4263222429713733,-0.7961046526750599
,,17,2009-04-09T16:06:13.267,resource_leak,0,0,1854,0,0,-0.7972660217103688,0.22237024125420973
WaitForSingleObject on a file handle?,|windows|msvcrt|,17,2009-04-21T22:56:57.887,thread_safety_violation,2,8690,945,1,1,0.6505907183631543,-0.833327109423435
,,18,2009-04-03T09:42:14.607,null_dereference,0,0,2819,0,0,-0.8347532642833281,0.4804713700432621
Entitymanager causing memory leak?,|java|jpa|myeclipse|,12,2009-04-01T16:02:25.403,resource_leak,4,19732,678,1,1,0.9726893831482875,-0.9341481233886026
Where to check if an object is null or not?,|.net|null|,21,2009-04-01T16:06:08.840,null_dereference,13,7625,957,1,1,2.0736421347588863,-1.0472147318048044
,,87,2009-03-31T17:52:11.603,null_dereference,0,0,491,0,0,-0.6613079014435713,0.09978030697590133
Is the Win32 registry thread-safe?,|multithreading|winapi|synchronization|registry|,18,2009-04-01T16:26:39.963,thread_safety_violation,5,6110,142,1,1,1.0588110587026582,-1.1105972129406247
"I've heard i++ isn't thread safe, is ++i thread-safe?",|c++|c|multithreading|,95,2009-03-25T03:09:18.123,thread_safety_violation,16,26705,561,1,1,2.6646160311769975,-0.9147284895248708
How do you avoid duplication of validation on the server and client-side?,|synchronization|server-side|client-side|,14,2009-04-22T19:14:09.660,thread_safety_violation,8,2257,260,1,1,1.4176203070271345,-1.1649411236301679
The || (or) Operator in Linq with C#,|c#|.net|linq|linq-to-sql|null|,12,2009-04-21T12:10:36.163,null_dereference,6,35622,1158,1,1,1.2962420152549408,-0.8085489196468205
,,22,2009-04-20T20:07:48.707,uninitialized_value,0,0,2248,0,0,-0.8072342900689478,0.343308124177784
How can I enable the memory leak tracking with FastMM in DUnit?,|delphi|memory-leaks|fastmm|dunit|,13,2009-03-26T13:55:56.017,resource_leak,1,2116,319,1,1,0.5068530629839119,-1.0080842206097271
,,16,2009-04-22T19:55:45.740,thread_safety_violation,0,0,1028,0,0,-0.7653459297323912,0.0009583290713443109
,,26,2009-04-29T15:21:11.710,thread_safety_violation,0,0,1432,0,0,-0.769902712287873,0.14147683465391866
,,56,2009-04-21T13:03:03.883,division_by_zero,0,0,1307,0,0,-0.730024280490357,0.21012959886587185
,,12,2009-04-12T16:51:30.543,thread_safety_violation,0,0,703,0,0,-0.7569788109028602,-0.09837869901385053
,,20,2009-04-28T07:29:46.297,uninitialized_value,0,0,928,0,0,-0.756691185231942,-0.011883902250867096
What is the exitContext used for on a WaitHandle.WaitOne method,|c#|multithreading|,35,2009-04-16T10:55:54.227,thread_safety_violation,1,9320,648,1,1,0.5572310114894349,-0.8284146776097292
